Column1;Thématique;contenu_poste
191;éolienne;"L'article Éolienne traite des aspects techniques, celui sur l'énergie éolienne (sur lequel j'ai beaucoup travaillé) des aspects économiques. Il n'y a donc pas lieu de les fusionner, d'autant qu'ils sont déjà volumineux. Par contre, je suis d'accord sur votre proposition d'éliminer le doublon concernant la partie débats, que j'avais déjà essayé d'alléger car il y a là tout et n'importe quoi... Mais j'avais finalement laissé tomber, pour ne pas être accusé de jouer au censeur.--Jpjanuel (discuter) 9 novembre 2016 à 23:54 (CET)[répondre]
OK. J'ai supprimé le contenu de cette section en laissant le lien. Il faudra quand même vérifier qu'il n'y avait pas des éléments dans la section supprimée qui seraient absent dans la section Débats et critiques de l'article sur l'énergie éolienne. Ydecreux (discuter) 10 novembre 2016 à 07:51 (CET)[répondre]"
192;éolienne;OK. J'ai supprimé le contenu de cette section en laissant le lien. Il faudra quand même vérifier qu'il n'y avait pas des éléments dans la section supprimée qui seraient absent dans la section Débats et critiques de l'article sur l'énergie éolienne. Ydecreux (discuter) 10 novembre 2016 à 07:51 (CET)[répondre]
193;éolienne;"Je ne peux pas poursuivre maintenant, mais ce qui est écrit actuellement dans l'article est faux : une éolienne dont l'axe est horizontal n'est pas une éolienne à axe vertical. Il faudrait au minimum une source. Ydecreux (discuter) 20 février 2018 à 21:51 (CET)[répondre]
A Ydecreux Je ne prétend pas qu'une éolienne à axe horizontale possède un  axe vertical. J'ai simplement écrit que les éoliennes fonctionnant suivant les principes de Darrieus, Savonius, à voilure tournante, cyclonique,  Gorlov, etc. nécessitent que leur axes soient orientés perpendiculairement  à la direction du vent et qu'on les appellent conventionnellement éolienne verticale mais elle peuvent fonctionner également suivant les mêmes principes avec leurs axes positionnés à l'horizontal . Lire  par exemple ici  , ici ou la et ici --Yond29 (discuter) 21 février 2018 à 00:44 (CET)[répondre]
on peut lire dans l'article (le premier) : ""des éoliennes à axe vertical (axe de rotation perpendiculaire à la direction du vent) qui sont plus résistantes aux vents variables sans exiger, etc  ....H2 Développement a choisi une éolienne perpendiculaire au vent placée horizontalement "".--Yond29 (discuter) 21 février 2018 à 01:03 (CET)[répondre]
Ce n'est sans doute pas ce que vous avez voulu écrire mais c'est bien ce qui est écrit : la définition donnée d'une éolienne à axe vertical est une éolienne dont l'axe est perpendiculaire au sens du vent, qu'il soit vertical ou horizontal. J'ai essayé de corriger cette erreur  et vous avez annulé ma modification. Ydecreux (discuter) 21 février 2018 à 07:48 (CET)[répondre]
Le texte retenu me va très bien et j'ai sourcé. --Yond29 (discuter) 21 février 2018 à 15:00 (CET)[répondre]"
194;éolienne;"A Ydecreux Je ne prétend pas qu'une éolienne à axe horizontale possède un  axe vertical. J'ai simplement écrit que les éoliennes fonctionnant suivant les principes de Darrieus, Savonius, à voilure tournante, cyclonique,  Gorlov, etc. nécessitent que leur axes soient orientés perpendiculairement  à la direction du vent et qu'on les appellent conventionnellement éolienne verticale mais elle peuvent fonctionner également suivant les mêmes principes avec leurs axes positionnés à l'horizontal . Lire  par exemple ici  , ici ou la et ici --Yond29 (discuter) 21 février 2018 à 00:44 (CET)[répondre]
on peut lire dans l'article (le premier) : ""des éoliennes à axe vertical (axe de rotation perpendiculaire à la direction du vent) qui sont plus résistantes aux vents variables sans exiger, etc  ....H2 Développement a choisi une éolienne perpendiculaire au vent placée horizontalement "".--Yond29 (discuter) 21 février 2018 à 01:03 (CET)[répondre]
Ce n'est sans doute pas ce que vous avez voulu écrire mais c'est bien ce qui est écrit : la définition donnée d'une éolienne à axe vertical est une éolienne dont l'axe est perpendiculaire au sens du vent, qu'il soit vertical ou horizontal. J'ai essayé de corriger cette erreur  et vous avez annulé ma modification. Ydecreux (discuter) 21 février 2018 à 07:48 (CET)[répondre]
Le texte retenu me va très bien et j'ai sourcé. --Yond29 (discuter) 21 février 2018 à 15:00 (CET)[répondre]"
195;éolienne;"on peut lire dans l'article (le premier) : ""des éoliennes à axe vertical (axe de rotation perpendiculaire à la direction du vent) qui sont plus résistantes aux vents variables sans exiger, etc  ....H2 Développement a choisi une éolienne perpendiculaire au vent placée horizontalement "".--Yond29 (discuter) 21 février 2018 à 01:03 (CET)[répondre]
Ce n'est sans doute pas ce que vous avez voulu écrire mais c'est bien ce qui est écrit : la définition donnée d'une éolienne à axe vertical est une éolienne dont l'axe est perpendiculaire au sens du vent, qu'il soit vertical ou horizontal. J'ai essayé de corriger cette erreur  et vous avez annulé ma modification. Ydecreux (discuter) 21 février 2018 à 07:48 (CET)[répondre]
Le texte retenu me va très bien et j'ai sourcé. --Yond29 (discuter) 21 février 2018 à 15:00 (CET)[répondre]"
196;éolienne;"Ce n'est sans doute pas ce que vous avez voulu écrire mais c'est bien ce qui est écrit : la définition donnée d'une éolienne à axe vertical est une éolienne dont l'axe est perpendiculaire au sens du vent, qu'il soit vertical ou horizontal. J'ai essayé de corriger cette erreur  et vous avez annulé ma modification. Ydecreux (discuter) 21 février 2018 à 07:48 (CET)[répondre]
Le texte retenu me va très bien et j'ai sourcé. --Yond29 (discuter) 21 février 2018 à 15:00 (CET)[répondre]"
197;éolienne;Le texte retenu me va très bien et j'ai sourcé. --Yond29 (discuter) 21 février 2018 à 15:00 (CET)[répondre]
198;éolienne;"Je me permets une précision qui n'apportera rien à certains, mais qui en éclairera peut-être d'autres... Les notions de verticale et d'horizontale ne sont pas symétriques : ""horizontale"", c'est une direction de plans, ""verticale"", une direction de droites. Tous les plans horizontaux sont parallèles, ce n'est pas le cas général des plans verticaux.  Deux droites peuvent être horizontales et perpendiculaires entre elles (conventionnellement axes x et y). Une droite située dans un plan vertical peut être verticale, ce n'est généralement pas le cas (petite infinité de droites verticales contre grosse infinité de droites non verticales !) Une droite située dans un plan vertical peut être horizontale. Etc. La direction du vent étant horizontale, les axes d'éoliennes peuvent être verticaux et donc forcément perpendiculaires au vent, ou horizontaux, avec tous les angles possibles, de parallèle au vent à perpendiculaire au vent. Quand je lis dans la discussion ""une éolienne à axe vertical est une éolienne dont l'axe est perpendiculaire au sens du vent, qu'il soit vertical ou horizontal"", eh bien... je ne comprends pas. À moins que ""qu'il soit vertical ou horizontal"" s'applique au vent, et non à l'éolienne, ce qui serait gonflé ! J'ai bien vu, au sommet du Mont Ventoux, le mistral prendre une direction verticale puisque le flanc nord de la montagne empêchait un déplacement horizontal, mais je pense que c'est anecdotique (jusqu'à ce qu'on installe une éolienne tripale à axe vertical au sommet du Ventoux)."
199;éolienne;"--Faustroll26 (discuter) 13 décembre 2020 à 13:28 (CET)[répondre]
 Faustroll26 : Cette phrase faisait référence à une ancienne version du paragraphe sur les éoliennes à axe verticale, qui disait : « Conventionnellement dénommée ""éolienne à axe vertical"", leur axe est perpendiculaire à la direction du vent  (à l'inverse des éolienne axiales), mais on on peut, parfois, les rencontrer montés avec un axe positionné à l'horizontal ». Une formulation antérieure disait : « Mal nommé puisque l'axe est perpendiculaire à la direction du vent mais pas forcément vertical (l'axe peut aussi être disposé  à l'horizontal) ce type d'éoliennes se décline suivant plusieurs principes ». D'après ces deux formulations, une éolienne à axe vertical pouvait avoir un axe horizontal dès lors qu'il était perpendiculaire au sens du vent. Faute qu'une source soit proposée confirmant cette affirmation, j'avais reformulé sous la forme suivante, proche de la formulation actuelle : « À côté des éoliennes classiques à axe horizontal parallèle à la direction du vent, on trouve également des éoliennes dont l'axe est perpendiculaire à la direction du vent. L'axe est souvent positionné à la verticale, mais des éoliennes de ce type peuvent aussi être positionnées à l'horizontale ». Le « il » ne se référait donc pas au sens du vent, mais bien à l'axe. Ydecreux (discuter) 13 décembre 2020 à 17:39 (CET)[répondre]"
200;éolienne;" Faustroll26 : Cette phrase faisait référence à une ancienne version du paragraphe sur les éoliennes à axe verticale, qui disait : « Conventionnellement dénommée ""éolienne à axe vertical"", leur axe est perpendiculaire à la direction du vent  (à l'inverse des éolienne axiales), mais on on peut, parfois, les rencontrer montés avec un axe positionné à l'horizontal ». Une formulation antérieure disait : « Mal nommé puisque l'axe est perpendiculaire à la direction du vent mais pas forcément vertical (l'axe peut aussi être disposé  à l'horizontal) ce type d'éoliennes se décline suivant plusieurs principes ». D'après ces deux formulations, une éolienne à axe vertical pouvait avoir un axe horizontal dès lors qu'il était perpendiculaire au sens du vent. Faute qu'une source soit proposée confirmant cette affirmation, j'avais reformulé sous la forme suivante, proche de la formulation actuelle : « À côté des éoliennes classiques à axe horizontal parallèle à la direction du vent, on trouve également des éoliennes dont l'axe est perpendiculaire à la direction du vent. L'axe est souvent positionné à la verticale, mais des éoliennes de ce type peuvent aussi être positionnées à l'horizontale ». Le « il » ne se référait donc pas au sens du vent, mais bien à l'axe. Ydecreux (discuter) 13 décembre 2020 à 17:39 (CET)[répondre]"
201;éolienne;"bonjour, Skiff : après quelques recherches, je préfère ne pas répercuter ce billet dans WP. La source me parait d'une fiabilité douteuse, son ton est très militant. De plus, j'ai découvert que ce procédé est déjà abondamment utilisé dans la navigation de plaisance. Enfin, les quantités en jeu me paraissent faibles et le billet de Michel Gay ne dit rien sur l'éventuelle toxicité de ces rejets.--Jpjanuel (discuter) 27 mars 2018 à 20:38 (CEST)[répondre]
Salut, sur la qualité de la source, je ne me prononce pas (il y a probablement mieux). Par contre, sur le relargage en mer de polluant due aux anodes, c'est incontestable et cela mériterait de ne pas être mis sous le tapis. Skiff (discuter) 27 mars 2018 à 20:43 (CEST)[répondre]
13 000 tonnes d'aluminium sur un volume d'eau total de 1,3 × 1018 tonnes d'eau sur Terre, cela représente environ 0.00001 ppb en moyenne. La teneur en aluminium des océans varie entre 0,013 et 5 ppb, celle des rivières est de 400 ppb, et la limite de potabilité définie par l'OMS est de 200 ppb, selon cette source. Bien sûr le chiffre de 0.00001 ppb est une moyenne sur l'ensemble des océans de la planète et l'effet doit être nettement plus fort à proximité immédiate des éoliennes, mais même s'il y est un million de fois plus important, cela reste très en-deça du seuil de dangerosité défini par l'OMS. Donc je suis plutôt de l'avis de Jpjanuel : ce problème ne semble pas très important. Ydecreux (discuter) 27 mars 2018 à 21:58 (CEST)[répondre]
Au passage, ce Monsieur Michel Gay est notamment un fervent défenseur de l'énergie nucléaire, tout en faisant partie d'un collectif de climatosceptiques (pardon climato-réalistes). Je pense donc qu'il n'est ni très neutre ni très crédible. Ydecreux (discuter) 27 mars 2018 à 22:08 (CEST)[répondre]
On peut certainement être à la fois en faveur de l'énergie nucléaire et de l'énergie éolienne, si l'objectif principal que l'on s'assigne est de décarboner la production d'énergie, mais en l'occurrence Michel Gay est l'auteur d'un assez grand nombre de billets hostiles à l'éolien. Son attitude consiste à accumuler tous les arguments possibles contre ce type d'énergie, sans se préoccuper de leur pertinence (dans la masse, certains le sont sans doute). C'est donc le contraire d'une démarche objective et neutre. Ydecreux (discuter) 27 mars 2018 à 22:13 (CEST)[répondre]
Débat intéressant avec des arguments sérieux. Pourriez vous sourcez SVP.--Yond29 (discuter) 27 mars 2018 à 22:17 (CEST)[répondre]"
202;éolienne;"Salut, sur la qualité de la source, je ne me prononce pas (il y a probablement mieux). Par contre, sur le relargage en mer de polluant due aux anodes, c'est incontestable et cela mériterait de ne pas être mis sous le tapis. Skiff (discuter) 27 mars 2018 à 20:43 (CEST)[répondre]
13 000 tonnes d'aluminium sur un volume d'eau total de 1,3 × 1018 tonnes d'eau sur Terre, cela représente environ 0.00001 ppb en moyenne. La teneur en aluminium des océans varie entre 0,013 et 5 ppb, celle des rivières est de 400 ppb, et la limite de potabilité définie par l'OMS est de 200 ppb, selon cette source. Bien sûr le chiffre de 0.00001 ppb est une moyenne sur l'ensemble des océans de la planète et l'effet doit être nettement plus fort à proximité immédiate des éoliennes, mais même s'il y est un million de fois plus important, cela reste très en-deça du seuil de dangerosité défini par l'OMS. Donc je suis plutôt de l'avis de Jpjanuel : ce problème ne semble pas très important. Ydecreux (discuter) 27 mars 2018 à 21:58 (CEST)[répondre]
Au passage, ce Monsieur Michel Gay est notamment un fervent défenseur de l'énergie nucléaire, tout en faisant partie d'un collectif de climatosceptiques (pardon climato-réalistes). Je pense donc qu'il n'est ni très neutre ni très crédible. Ydecreux (discuter) 27 mars 2018 à 22:08 (CEST)[répondre]
On peut certainement être à la fois en faveur de l'énergie nucléaire et de l'énergie éolienne, si l'objectif principal que l'on s'assigne est de décarboner la production d'énergie, mais en l'occurrence Michel Gay est l'auteur d'un assez grand nombre de billets hostiles à l'éolien. Son attitude consiste à accumuler tous les arguments possibles contre ce type d'énergie, sans se préoccuper de leur pertinence (dans la masse, certains le sont sans doute). C'est donc le contraire d'une démarche objective et neutre. Ydecreux (discuter) 27 mars 2018 à 22:13 (CEST)[répondre]
Débat intéressant avec des arguments sérieux. Pourriez vous sourcez SVP.--Yond29 (discuter) 27 mars 2018 à 22:17 (CEST)[répondre]"
203;éolienne;"13 000 tonnes d'aluminium sur un volume d'eau total de 1,3 × 1018 tonnes d'eau sur Terre, cela représente environ 0.00001 ppb en moyenne. La teneur en aluminium des océans varie entre 0,013 et 5 ppb, celle des rivières est de 400 ppb, et la limite de potabilité définie par l'OMS est de 200 ppb, selon cette source. Bien sûr le chiffre de 0.00001 ppb est une moyenne sur l'ensemble des océans de la planète et l'effet doit être nettement plus fort à proximité immédiate des éoliennes, mais même s'il y est un million de fois plus important, cela reste très en-deça du seuil de dangerosité défini par l'OMS. Donc je suis plutôt de l'avis de Jpjanuel : ce problème ne semble pas très important. Ydecreux (discuter) 27 mars 2018 à 21:58 (CEST)[répondre]
Au passage, ce Monsieur Michel Gay est notamment un fervent défenseur de l'énergie nucléaire, tout en faisant partie d'un collectif de climatosceptiques (pardon climato-réalistes). Je pense donc qu'il n'est ni très neutre ni très crédible. Ydecreux (discuter) 27 mars 2018 à 22:08 (CEST)[répondre]
On peut certainement être à la fois en faveur de l'énergie nucléaire et de l'énergie éolienne, si l'objectif principal que l'on s'assigne est de décarboner la production d'énergie, mais en l'occurrence Michel Gay est l'auteur d'un assez grand nombre de billets hostiles à l'éolien. Son attitude consiste à accumuler tous les arguments possibles contre ce type d'énergie, sans se préoccuper de leur pertinence (dans la masse, certains le sont sans doute). C'est donc le contraire d'une démarche objective et neutre. Ydecreux (discuter) 27 mars 2018 à 22:13 (CEST)[répondre]
Débat intéressant avec des arguments sérieux. Pourriez vous sourcez SVP.--Yond29 (discuter) 27 mars 2018 à 22:17 (CEST)[répondre]"
204;éolienne;Au passage, ce Monsieur Michel Gay est notamment un fervent défenseur de l'énergie nucléaire, tout en faisant partie d'un collectif de climatosceptiques (pardon climato-réalistes). Je pense donc qu'il n'est ni très neutre ni très crédible. Ydecreux (discuter) 27 mars 2018 à 22:08 (CEST)[répondre]
205;éolienne;"On peut certainement être à la fois en faveur de l'énergie nucléaire et de l'énergie éolienne, si l'objectif principal que l'on s'assigne est de décarboner la production d'énergie, mais en l'occurrence Michel Gay est l'auteur d'un assez grand nombre de billets hostiles à l'éolien. Son attitude consiste à accumuler tous les arguments possibles contre ce type d'énergie, sans se préoccuper de leur pertinence (dans la masse, certains le sont sans doute). C'est donc le contraire d'une démarche objective et neutre. Ydecreux (discuter) 27 mars 2018 à 22:13 (CEST)[répondre]
Débat intéressant avec des arguments sérieux. Pourriez vous sourcez SVP.--Yond29 (discuter) 27 mars 2018 à 22:17 (CEST)[répondre]"
206;éolienne;Débat intéressant avec des arguments sérieux. Pourriez vous sourcez SVP.--Yond29 (discuter) 27 mars 2018 à 22:17 (CEST)[répondre]
207;éolienne;"bonsoir Yond29, si vous aviez cliqué sur les liens fournis par Ydecreux, vous auriez pu constater qu'il y a bien sourcé son intervention. Merci Ydecreux d'avoir éclairé notre lanterne sur cet étrange Michel Gay (comment peut-on être à la fois pro-nucléaire et climato-sceptique ? cela dépasse l'entendement ! décidément, toutes les aberrations les plus tordues se rencontrent ici ou là dans la nature...)--Jpjanuel (discuter) 27 mars 2018 à 22:32 (CEST)[répondre]
 Jpjanuel :, j'ai l'impression qu'il peut s'agir d'un simple biais anti-écolo. Les éoliennes et plus généralement les énergies renouvelables et la problématique du réchauffement climatiques sont associées dans l'esprit de certaines personnes aux écolos baba-cools anti-scientifiques, tandis que le nucléaire est une technologie plus récente, plus moderne, et rejetée par beaucoup d'écologistes. Ydecreux (discuter) 28 mars 2018 à 00:05 (CEST)[répondre]"
208;éolienne; Jpjanuel :, j'ai l'impression qu'il peut s'agir d'un simple biais anti-écolo. Les éoliennes et plus généralement les énergies renouvelables et la problématique du réchauffement climatiques sont associées dans l'esprit de certaines personnes aux écolos baba-cools anti-scientifiques, tandis que le nucléaire est une technologie plus récente, plus moderne, et rejetée par beaucoup d'écologistes. Ydecreux (discuter) 28 mars 2018 à 00:05 (CEST)[répondre]
209;éolienne;"Bonjour Skiff, pour que ce relargage puisse être mentionné dans WP, il faudrait une source suffisamment fiable, d'une bonne notoriété, et qui contienne déjà ladite relativisation. En effet, si on le cite avec la source ""Contrepoints"" en rajoutant un commentaire relativisant son impact, ce commentaire pourra être contesté comme non sourcé.--Jpjanuel (discuter) 2 avril 2018 à 09:44 (CEST)[répondre]
Je suis d'accord avec Jpjanuel. Comme j'avais commencé à répondre j'ajoute ma réponse ci-dessous, qui dit à peu près la même chose en moins concis .
Même en faisant le calcul avec le volume de la Mer Baltique, on reste nettement en-dessous d'1 ppb. Le relargage aura lieu de façon progressive sur toute la durée d'existence du parc, soit plusieurs décennies.
L'existence d'une source émanant d'une personne militante et non scientifique ne suffit pas à ce que le problème éventuel soit avéré et donc mentionné dans l'article. Je viens de faire une rapide recherche et j'ai trouvé un autre article rédigé par Louis Marin, président d'une association anti-éolienne. J'ai également trouvé un article d'une association (Fréhel environnement) créée pour s'opposer à un projet éolien. Un article d'Actu Environnement mentionne le relargage sans préciser s'il s'agit potentiellement d'un problème sérieux, et un article de Science et Avenir donne la parole à plusieurs personnes de France Nature Environnement qui estiment que le danger a été largement grossi par les militants anti-éolien. Selon Actu Environnement, qui ne prend pas position, l'Autorité environnementale a demandé une étude d'impact sur ce relargage.
On peut parler de ce sujet, à condition de le faire à partir de sources neutres et de qualité.
Ydecreux (discuter) 2 avril 2018 à 10:14 (CEST)[répondre]
Je viens de trouver une autre source militante, l'association bretonne Gardezlescaps[4] qui lutte contre un projet offshore en baie de Saint-Brieuc : ils font feu de tout bois contre les éoliennes, et pour mentionner la question du relargage d'aluminium ils se basent comme Michel Gay sur un article paru en 2015 dans la revue allemande Der Spiegel, bien connue pour ses articles à sensation (en quelque sorte l'équivalent allemand du Nouvel Obs) ; ils donnent un lien vers cet article du Spiegel, ce qui peut être utile pour creuser le sujet.--Jpjanuel (discuter) 2 avril 2018 à 12:11 (CEST)[répondre]
J'ai lu l'article du Spiegel, qui cite le chiffre de 13 000 tonnes sur 25 ans mer Baltique et en mer du Nord sur la base de l'objectif 2020 d'expansion du parc offshore, et indique qu'il n'existe pas d'étude d'impact disponible. La plupart des autres sources en allemand datent de la même année, 2015. Il n'est pas surprenant que beaucoup de sources soient en allemand puisque l'éolien offshore est assez développé dans ce pays. On doit pouvoir ajouter quelque chose à partir de ces sources. Il serait intéressant de voir si le sujet continue à être abordé après 2015. Ydecreux (discuter) 2 avril 2018 à 13:11 (CEST)[répondre]
Si la seule source notable est Spiegel, et ponctuel dans le temps (2015) = buzz ?, cela fait tout de même une faible WP:Proportion. Pas de quoi en faire des tonnes dans l'article de toutes les manières, en tout cas sur ces bases. --Jean-Christophe BENOIST (discuter) 2 avril 2018 à 13:35 (CEST)[répondre]"
210;éolienne;Je suis d'accord avec Jpjanuel. Comme j'avais commencé à répondre j'ajoute ma réponse ci-dessous, qui dit à peu près la même chose en moins concis .
211;éolienne;Même en faisant le calcul avec le volume de la Mer Baltique, on reste nettement en-dessous d'1 ppb. Le relargage aura lieu de façon progressive sur toute la durée d'existence du parc, soit plusieurs décennies.
212;éolienne;L'existence d'une source émanant d'une personne militante et non scientifique ne suffit pas à ce que le problème éventuel soit avéré et donc mentionné dans l'article. Je viens de faire une rapide recherche et j'ai trouvé un autre article rédigé par Louis Marin, président d'une association anti-éolienne. J'ai également trouvé un article d'une association (Fréhel environnement) créée pour s'opposer à un projet éolien. Un article d'Actu Environnement mentionne le relargage sans préciser s'il s'agit potentiellement d'un problème sérieux, et un article de Science et Avenir donne la parole à plusieurs personnes de France Nature Environnement qui estiment que le danger a été largement grossi par les militants anti-éolien. Selon Actu Environnement, qui ne prend pas position, l'Autorité environnementale a demandé une étude d'impact sur ce relargage.
213;éolienne;On peut parler de ce sujet, à condition de le faire à partir de sources neutres et de qualité.
214;éolienne;"Ydecreux (discuter) 2 avril 2018 à 10:14 (CEST)[répondre]
Je viens de trouver une autre source militante, l'association bretonne Gardezlescaps[4] qui lutte contre un projet offshore en baie de Saint-Brieuc : ils font feu de tout bois contre les éoliennes, et pour mentionner la question du relargage d'aluminium ils se basent comme Michel Gay sur un article paru en 2015 dans la revue allemande Der Spiegel, bien connue pour ses articles à sensation (en quelque sorte l'équivalent allemand du Nouvel Obs) ; ils donnent un lien vers cet article du Spiegel, ce qui peut être utile pour creuser le sujet.--Jpjanuel (discuter) 2 avril 2018 à 12:11 (CEST)[répondre]
J'ai lu l'article du Spiegel, qui cite le chiffre de 13 000 tonnes sur 25 ans mer Baltique et en mer du Nord sur la base de l'objectif 2020 d'expansion du parc offshore, et indique qu'il n'existe pas d'étude d'impact disponible. La plupart des autres sources en allemand datent de la même année, 2015. Il n'est pas surprenant que beaucoup de sources soient en allemand puisque l'éolien offshore est assez développé dans ce pays. On doit pouvoir ajouter quelque chose à partir de ces sources. Il serait intéressant de voir si le sujet continue à être abordé après 2015. Ydecreux (discuter) 2 avril 2018 à 13:11 (CEST)[répondre]
Si la seule source notable est Spiegel, et ponctuel dans le temps (2015) = buzz ?, cela fait tout de même une faible WP:Proportion. Pas de quoi en faire des tonnes dans l'article de toutes les manières, en tout cas sur ces bases. --Jean-Christophe BENOIST (discuter) 2 avril 2018 à 13:35 (CEST)[répondre]"
215;éolienne;"Je viens de trouver une autre source militante, l'association bretonne Gardezlescaps[4] qui lutte contre un projet offshore en baie de Saint-Brieuc : ils font feu de tout bois contre les éoliennes, et pour mentionner la question du relargage d'aluminium ils se basent comme Michel Gay sur un article paru en 2015 dans la revue allemande Der Spiegel, bien connue pour ses articles à sensation (en quelque sorte l'équivalent allemand du Nouvel Obs) ; ils donnent un lien vers cet article du Spiegel, ce qui peut être utile pour creuser le sujet.--Jpjanuel (discuter) 2 avril 2018 à 12:11 (CEST)[répondre]
J'ai lu l'article du Spiegel, qui cite le chiffre de 13 000 tonnes sur 25 ans mer Baltique et en mer du Nord sur la base de l'objectif 2020 d'expansion du parc offshore, et indique qu'il n'existe pas d'étude d'impact disponible. La plupart des autres sources en allemand datent de la même année, 2015. Il n'est pas surprenant que beaucoup de sources soient en allemand puisque l'éolien offshore est assez développé dans ce pays. On doit pouvoir ajouter quelque chose à partir de ces sources. Il serait intéressant de voir si le sujet continue à être abordé après 2015. Ydecreux (discuter) 2 avril 2018 à 13:11 (CEST)[répondre]
Si la seule source notable est Spiegel, et ponctuel dans le temps (2015) = buzz ?, cela fait tout de même une faible WP:Proportion. Pas de quoi en faire des tonnes dans l'article de toutes les manières, en tout cas sur ces bases. --Jean-Christophe BENOIST (discuter) 2 avril 2018 à 13:35 (CEST)[répondre]"
216;éolienne;"J'ai lu l'article du Spiegel, qui cite le chiffre de 13 000 tonnes sur 25 ans mer Baltique et en mer du Nord sur la base de l'objectif 2020 d'expansion du parc offshore, et indique qu'il n'existe pas d'étude d'impact disponible. La plupart des autres sources en allemand datent de la même année, 2015. Il n'est pas surprenant que beaucoup de sources soient en allemand puisque l'éolien offshore est assez développé dans ce pays. On doit pouvoir ajouter quelque chose à partir de ces sources. Il serait intéressant de voir si le sujet continue à être abordé après 2015. Ydecreux (discuter) 2 avril 2018 à 13:11 (CEST)[répondre]
Si la seule source notable est Spiegel, et ponctuel dans le temps (2015) = buzz ?, cela fait tout de même une faible WP:Proportion. Pas de quoi en faire des tonnes dans l'article de toutes les manières, en tout cas sur ces bases. --Jean-Christophe BENOIST (discuter) 2 avril 2018 à 13:35 (CEST)[répondre]"
217;éolienne;Si la seule source notable est Spiegel, et ponctuel dans le temps (2015) = buzz ?, cela fait tout de même une faible WP:Proportion. Pas de quoi en faire des tonnes dans l'article de toutes les manières, en tout cas sur ces bases. --Jean-Christophe BENOIST (discuter) 2 avril 2018 à 13:35 (CEST)[répondre]
218;éolienne;"C'est fait, il suffisait d'ajouter une demi-phrase ;-)"
219;éolienne;"Je te laisse ajouter une partie sur les cerf-volants, elle serait effectivement intéressante. Accessoirement, dans une éolienne ""rotative"", on ne peut pas non plus dire que le vent génère directement la rotation - il faudrait pour cela qu'il génère un couple, donc à moins d'installer un machin gigantesque sur le passage de cyclones, ça me paraît peu faisable. — Vega (discuter) 29 septembre 2019 à 17:49 (CEST)[répondre]"
220;éolienne;"Wikipédia:N'hésitez pas !, tout en gardant la mention du règlement avant cette date. — Vega (discuter) 14 septembre 2021 à 14:15 (CEST)[répondre]
Bonjour, Attention ! le texte de l'arrêté est beaucoup moins affirmatif : il ajoute : « Par dérogation, la partie inférieure des fondations peut être maintenue dans le sol sur la base d'une étude adressée au préfet démontrant que le bilan environnemental du décaissement total est défavorable, sans que la profondeur excavée ne puisse être inférieure à 2 mètres dans les terrains à usage forestier au titre du document d'urbanisme opposable et 1 m dans les autres cas ». Ceci vide quasiment de tout sens l'obligation d'« excavation de la totalité des fondations jusqu'à la base de leur semelle ». En effet, il sera facile pour les propriétaires des éoliennes de démontrer que « le bilan environnemental du décaissement total est défavorable », étant donné que ce décaissement va entrainer des émissions considérables de CO2 : déplacement des engins de chantiers, marteaux-piqueurs, évacuation des déchets de béton, etc. Comme toujours, la réglementation ménage la chèvre et le chou ! De plus, il est bien évident que dans la quasi-totalité des cas, les éoliennes démantelées seront remplacées par d'autres plus modernes, donc plus grandes, donc nécessitant des socles de béton bien plus volumineux. C'est ce qu'on constate déjà en Allemagne. L'artificialisation des sols sera donc pérennisée et accrue.--Jpjanuel (discuter) 14 septembre 2021 à 15:29 (CEST)[répondre]
Je me demande quand même quelle est la pertinence d'ajouter une telle information sur l'article général sur les éoliennes. Premièrement, je doute que cela soit une spécificité des éoliennes, puisque n'importe quel bâtiment aura des fondations de la sorte, et puis il existe un article « Énergie éolienne en France » qui devrait contenir toutes les informations qui sont spécifiques à la France. - Espandero (discuter) 14 septembre 2021 à 22:13 (CEST)[répondre]
En fait la modification a déjà été faite le 1er septembre 2021. Ydecreux (discuter) 14 septembre 2021 à 22:30 (CEST)[répondre]
Je sais, mais puisque cette modification a impliqué plusieurs personnes et que ce sujet de discussion existe je préfère passer par ici plutôt que de simplement révoquer. - Espandero (discuter) 14 septembre 2021 à 22:48 (CEST)[répondre]
Révoquer, je dirais non, car d'autres modifications ont été faites depuis, et le court paragraphe qui précédait n'était pas sourcé. Retirer le paragraphe sur les fondations ou le remplacer par un paragraphe sourcé plus international, pourquoi pas, si les autres contributeurs sont d'accord. Ydecreux (discuter) 14 septembre 2021 à 23:32 (CEST)[répondre]
Effectivement j'avais oublié qu'il existait déjà une précision sur ce sujet. Il faudrait alors plutôt déplacer cela sur Énergie éolienne en France, à moins qu'il soit possible d'internationaliser. - Espandero (discuter) 15 septembre 2021 à 00:20 (CEST)[répondre]"
